ENSMUST00000000001	ENSMUSG00000000001	Gnai3
ENSMUST00000133114	ENSMUSG00000032485	Scap
ENSMUST00000133116	ENSMUSG00000029047	Pex10
ENSMUST00000133117	ENSMUSG00000031570	Ppapdc1b
ENSMUST00000133118	ENSMUSG00000030353	Tead4
ENSMUST00000133119	ENSMUSG00000074698	Csnk2a1
ENSMUST00000133120	ENSMUSG00000002699	Lcp2
ENSMUST00000133121	ENSMUSG00000029162	Khk
ENSMUST00000133124	ENSMUSG00000027111	Itga6
ENSMUST00000133125	ENSMUSG00000078122	F630028O10Rik
ENSMUST00000133126	ENSMUSG00000015488	Cacfd1
ENSMUST00000133127	ENSMUSG00000090231	Cfb
ENSMUST00000133128	ENSMUSG00000000355	Mcts1
ENSMUST00000133129	ENSMUSG00000027889	Ampd2
ENSMUST00000133131	ENSMUSG00000020708	Psmc5
ENSMUST00000133133	ENSMUSG00000005893	Nr2c2
ENSMUST00000133134	ENSMUSG00000001521	Tulp3
ENSMUST00000133135	ENSMUSG00000038860	Garnl3
ENSMUST00000133136	ENSMUSG00000054874	Pcnxl3
ENSMUST00000133137	ENSMUSG00000051674	Dcun1d4
ENSMUST00000133138	ENSMUSG00000042726	Trafd1
ENSMUST00000133140	ENSMUSG00000020886	Dlg4
ENSMUST00000133141	ENSMUSG00000029822	Osbpl3
ENSMUST00000133142	ENSMUSG00000062257	Opcml
ENSMUST00000133143	ENSMUSG00000057554	Lgals8
ENSMUST00000133144	ENSMUSG00000087247	Fam150a
ENSMUST00000133145	ENSMUSG00000033396	Spg11
ENSMUST00000133146	ENSMUSG00000034032	Rpap1
ENSMUST00000133147	ENSMUSG00000085800	1700066O22Rik
ENSMUST00000133148	ENSMUSG00000078771	Evi2a
ENSMUST00000133149	ENSMUSG00000018378	Cuedc1
ENSMUST00000133150	ENSMUSG00000046311	Zfp62
ENSMUST00000133151	ENSMUSG00000037990	Sh3rf3
ENSMUST00000133152	ENSMUSG00000050565	Tor1aip2
ENSMUST00000133153	ENSMUSG00000033918	Parl
ENSMUST00000133154	ENSMUSG00000061175	Fnip2
ENSMUST00000133155	ENSMUSG00000029290	Zfp326
ENSMUST00000133156	ENSMUSG00000024052	Lpin2
ENSMUST00000133157	ENSMUSG00000028318	Polr1e
ENSMUST00000133158	ENSMUSG00000035944	Ttc38
ENSMUST00000133159	ENSMUSG00000020775	Mrpl38
ENSMUST00000133161	ENSMUSG00000018796	Acsl1
ENSMUST00000133162	ENSMUSG00000024370	Cdc23
ENSMUST00000133164	ENSMUSG00000029153	Ociad2
ENSMUST00000133165	ENSMUSG00000029030	Tprgl
ENSMUST00000133166	ENSMUSG00000038861	Pi4kb
ENSMUST00000133167	ENSMUSG00000002031	Ift46
ENSMUST00000133168	ENSMUSG00000043065	Spice1
ENSMUST00000133169	ENSMUSG00000000085	Scmh1
ENSMUST00000133170	ENSMUSG00000020680	Taf15
ENSMUST00000133172	ENSMUSG00000030681	Mvp
ENSMUST00000133173	ENSMUSG00000041794	Myrip
ENSMUST00000133174	ENSMUSG00000031328	Flna
ENSMUST00000133177	ENSMUSG00000058093	AA987161
ENSMUST00000133178	ENSMUSG00000035069	Oma1
ENSMUST00000133180	ENSMUSG00000022964	Tmem50b
ENSMUST00000133181	ENSMUSG00000024370	Cdc23
ENSMUST00000133184	ENSMUSG00000029071	Dvl1
ENSMUST00000133185	ENSMUSG00000055897	Ppp4r1l-ps
ENSMUST00000133187	ENSMUSG00000025878	Uimc1
ENSMUST00000133188	ENSMUSG00000040667	Nup88
ENSMUST00000133189	ENSMUSG00000000902	Smarcb1
ENSMUST00000133190	ENSMUSG00000060843	Ctnna3
ENSMUST00000133191	ENSMUSG00000056724	Nbeal2
ENSMUST00000133192	ENSMUSG00000018858	Ict1
ENSMUST00000133193	ENSMUSG00000041607	Mbp
ENSMUST00000133194	ENSMUSG00000059439	Bcas3
ENSMUST00000133195	ENSMUSG00000057672	Pkn1
ENSMUST00000133197	ENSMUSG00000027455	Nsfl1c
ENSMUST00000133198	ENSMUSG00000024163	Mapk8ip3
ENSMUST00000133200	ENSMUSG00000020385	Clk4
ENSMUST00000133201	ENSMUSG00000025938	Slco5a1
ENSMUST00000133202	ENSMUSG00000020486	Sept4
ENSMUST00000133203	ENSMUSG00000047284	Neurl4
ENSMUST00000133205	ENSMUSG00000017670	Elmo2
ENSMUST00000133206	ENSMUSG00000019082	Slc25a22
ENSMUST00000133209	ENSMUSG00000057110	Cep110
ENSMUST00000133210	ENSMUSG00000032698	Lmo2
ENSMUST00000133211	ENSMUSG00000027203	Dut
ENSMUST00000133212	ENSMUSG00000026932	Nacc2
ENSMUST00000133213	ENSMUSG00000034275	Igsf9b
ENSMUST00000133215	ENSMUSG00000013622	Atraid
ENSMUST00000133216	ENSMUSG00000068740	Celsr2
ENSMUST00000133217	ENSMUSG00000000282	Mnt
ENSMUST00000133220	ENSMUSG00000066036	Ubr4
ENSMUST00000133221	ENSMUSG00000085912	Trp53cor1
ENSMUST00000133222	ENSMUSG00000049303	Syt12
ENSMUST00000133223	ENSMUSG00000035596	Mboat7
ENSMUST00000133224	ENSMUSG00000022010	Tsc22d1
ENSMUST00000133225	ENSMUSG00000034171	Faah
ENSMUST00000133226	ENSMUSG00000034930	Rtkn
ENSMUST00000133227	ENSMUSG00000034674	Tdg
ENSMUST00000133228	ENSMUSG00000027108	Ola1
ENSMUST00000133229	ENSMUSG00000042682	Selk
ENSMUST00000133230	ENSMUSG00000021234	Fam161b
ENSMUST00000133231	ENSMUSG00000041674	BC006965
ENSMUST00000133232	ENSMUSG00000005886	Ncoa2
ENSMUST00000133233	ENSMUSG00000026790	Odf2
ENSMUST00000133234	ENSMUSG00000046861	Hectd3
ENSMUST00000133236	ENSMUSG00000040865	Ino80d
ENSMUST00000133237	ENSMUSG00000015721	Nlrp5
ENSMUST00000133239	ENSMUSG00000032204	Aqp9
ENSMUST00000133240	ENSMUSG00000075528	Aarsd1
ENSMUST00000133241	ENSMUSG00000028248	Sfrs18
ENSMUST00000133242	ENSMUSG00000030825	Hsd17b14
ENSMUST00000133244	ENSMUSG00000044689	Gm13749
ENSMUST00000133245	ENSMUSG00000051043	Gprc5c
ENSMUST00000133246	ENSMUSG00000009772	Nuak2
ENSMUST00000133247	ENSMUSG00000036452	Arhgap26
ENSMUST00000133248	ENSMUSG00000030282	Cmas
ENSMUST00000133249	ENSMUSG00000022678	Nde1
ENSMUST00000133250	ENSMUSG00000020782	Llgl2
ENSMUST00000133251	ENSMUSG00000023456	Tpi1
ENSMUST00000133253	ENSMUSG00000026958	Dpp7
ENSMUST00000133254	ENSMUSG00000024901	Peli3
ENSMUST00000133255	ENSMUSG00000015083	C8g
ENSMUST00000133256	ENSMUSG00000022214	Dcaf11
ENSMUST00000133257	ENSMUSG00000048731	Ggnbp1
ENSMUST00000133258	ENSMUSG00000036949	Slc39a12
ENSMUST00000133259	ENSMUSG00000085489	Gm3669
ENSMUST00000133260	ENSMUSG00000027291	Vps39
ENSMUST00000133261	ENSMUSG00000002108	Nr1h3
ENSMUST00000133262	ENSMUSG00000070544	Top1
ENSMUST00000133263	ENSMUSG00000031805	Jak3
ENSMUST00000133264	ENSMUSG00000032363	Adamts7
ENSMUST00000133265	ENSMUSG00000066026	Dhrs3
ENSMUST00000133266	ENSMUSG00000027007	Ssfa2
ENSMUST00000133267	ENSMUSG00000027525	Phactr3
ENSMUST00000133268	ENSMUSG00000059857	Ntng1
ENSMUST00000133269	ENSMUSG00000024766	Lipo1
ENSMUST00000133271	ENSMUSG00000002980	Bcam
ENSMUST00000133272	ENSMUSG00000085272	Gm1078
ENSMUST00000133275	ENSMUSG00000042359	Osbpl6
ENSMUST00000133276	ENSMUSG00000041740	Rnf10
ENSMUST00000133277	ENSMUSG00000030861	Acadsb
ENSMUST00000133279	ENSMUSG00000074141	Nup62-il4i1
ENSMUST00000133280	ENSMUSG00000021711	Trappc13
ENSMUST00000133281	ENSMUSG00000027940	Tpm3
ENSMUST00000133282	ENSMUSG00000021221	Dpf3
ENSMUST00000133283	ENSMUSG00000027254	Map1a
ENSMUST00000133284	ENSMUSG00000063179	Pstk
ENSMUST00000133285	ENSMUSG00000025395	Prim1
ENSMUST00000133286	ENSMUSG00000028330	Ncbp1
ENSMUST00000133287	ENSMUSG00000032327	Stra6
ENSMUST00000133288	ENSMUSG00000031328	Flna
ENSMUST00000133289	ENSMUSG00000037455	Slc18b1
ENSMUST00000133290	ENSMUSG00000000085	Scmh1
ENSMUST00000133291	ENSMUSG00000018899	Irf1
ENSMUST00000133292	ENSMUSG00000031166	Wdr13
ENSMUST00000133293	ENSMUSG00000020051	Pah
ENSMUST00000133294	ENSMUSG00000025978	Rftn2
ENSMUST00000133295	ENSMUSG00000062949	Atp11c
ENSMUST00000133296	ENSMUSG00000016503	Gtf3a
ENSMUST00000133297	ENSMUSG00000038861	Pi4kb
ENSMUST00000133298	ENSMUSG00000047495	Dlgap2
ENSMUST00000133300	ENSMUSG00000030727	Rabep2
ENSMUST00000133302	ENSMUSG00000087177	E130307A14Rik
ENSMUST00000133303	ENSMUSG00000034659	Tmem109
ENSMUST00000133304	ENSMUSG00000030611	Mrps11
ENSMUST00000133305	ENSMUSG00000026504	Sdccag8
ENSMUST00000133306	ENSMUSG00000004631	Sgce
ENSMUST00000133307	ENSMUSG00000011958	Bnip2
ENSMUST00000133308	ENSMUSG00000002076	Hsf2bp
ENSMUST00000133309	ENSMUSG00000005360	Slc1a3
ENSMUST00000133310	ENSMUSG00000020827	Mink1
ENSMUST00000133311	ENSMUSG00000030990	Pgap2
ENSMUST00000133312	ENSMUSG00000048537	Phldb1
ENSMUST00000133313	ENSMUSG00000048271	Rbm33
ENSMUST00000133314	ENSMUSG00000050195	Scd4
ENSMUST00000133315	ENSMUSG00000004633	Chn2
ENSMUST00000133316	ENSMUSG00000029177	Cenpa
ENSMUST00000133317	ENSMUSG00000040481	Bptf
ENSMUST00000133318	ENSMUSG00000036892	Prodh2
ENSMUST00000133320	ENSMUSG00000000563	Atp5f1
ENSMUST00000133321	ENSMUSG00000005893	Nr2c2
ENSMUST00000133322	ENSMUSG00000017861	Mybl2
ENSMUST00000133323	ENSMUSG00000068917	Clk2
ENSMUST00000133324	ENSMUSG00000020672	Sntg2
ENSMUST00000133325	ENSMUSG00000025190	Got1
ENSMUST00000133326	ENSMUSG00000038302	Lace1
ENSMUST00000133327	ENSMUSG00000000838	Fmr1
ENSMUST00000133328	ENSMUSG00000074797	Itpa
ENSMUST00000133329	ENSMUSG00000061533	Cep128
ENSMUST00000133331	ENSMUSG00000020866	Cacna1g
ENSMUST00000133332	ENSMUSG00000019809	Pex3
ENSMUST00000133335	ENSMUSG00000041548	Hspb8
ENSMUST00000133336	ENSMUSG00000058486	Wdr91
ENSMUST00000133338	ENSMUSG00000031441	Atp11a
ENSMUST00000133339	ENSMUSG00000002342	Tmem161a
ENSMUST00000133340	ENSMUSG00000010609	Psen2
ENSMUST00000133341	ENSMUSG00000086593	Gm16548
ENSMUST00000133343	ENSMUSG00000001891	Ugp2
ENSMUST00000133344	ENSMUSG00000022842	Ece2
ENSMUST00000133345	ENSMUSG00000027395	Polr1b
ENSMUST00000133346	ENSMUSG00000031134	Rbmx
ENSMUST00000133347	ENSMUSG00000037020	Wdr62
ENSMUST00000133348	ENSMUSG00000030278	Cidec
ENSMUST00000133349	ENSMUSG00000031161	Hdac6
ENSMUST00000133350	ENSMUSG00000085757	1700019B21Rik
ENSMUST00000133351	ENSMUSG00000027405	Nop56
ENSMUST00000133352	ENSMUSG00000029917	C130060K24Rik
ENSMUST00000133353	ENSMUSG00000031730	Dhodh
ENSMUST00000133354	ENSMUSG00000039686	Zer1
ENSMUST00000133355	ENSMUSG00000028464	Tpm2
ENSMUST00000133356	ENSMUSG00000027523	Gnas
ENSMUST00000133357	ENSMUSG00000036749	Pramel5
ENSMUST00000133358	ENSMUSG00000026098	Pms1
ENSMUST00000133359	ENSMUSG00000025512	Chid1
ENSMUST00000133361	ENSMUSG00000027940	Tpm3
ENSMUST00000133364	ENSMUSG00000021754	Map3k1
ENSMUST00000133365	ENSMUSG00000008398	Elk3
ENSMUST00000133366	ENSMUSG00000039157	Fam102a
ENSMUST00000133367	ENSMUSG00000033066	Gas7
ENSMUST00000133368	ENSMUSG00000028051	Hcn3
ENSMUST00000133369	ENSMUSG00000025085	Ablim1
ENSMUST00000133370	ENSMUSG00000029762	Akr1b8
ENSMUST00000133371	ENSMUSG00000036923	Stox1
ENSMUST00000133372	ENSMUSG00000032850	Rnft2
ENSMUST00000133373	ENSMUSG00000029790	Cep41
ENSMUST00000133374	ENSMUSG00000019254	Ppp1r12c
ENSMUST00000133375	ENSMUSG00000053768	Chchd3
ENSMUST00000133376	ENSMUSG00000029122	Evc
ENSMUST00000133377	ENSMUSG00000064061	Dzip3
ENSMUST00000133378	ENSMUSG00000027457	Snph
ENSMUST00000133379	ENSMUSG00000062064	Slc2a7
ENSMUST00000133380	ENSMUSG00000044320	1700001O22Rik
ENSMUST00000133381	ENSMUSG00000044716	Dok7
ENSMUST00000133382	ENSMUSG00000062545	Tlr12
ENSMUST00000133383	ENSMUSG00000000049	Apoh
ENSMUST00000133386	ENSMUSG00000029440	Psmd9
ENSMUST00000133387	ENSMUSG00000038241	Cep250
ENSMUST00000133388	ENSMUSG00000037286	Stag1
ENSMUST00000133389	ENSMUSG00000022957	Itsn1
ENSMUST00000133390	ENSMUSG00000030870	Ubfd1
ENSMUST00000133392	ENSMUSG00000045693	Nlrp4e
ENSMUST00000133393	ENSMUSG00000038545	Cul7
ENSMUST00000133394	ENSMUSG00000031375	Bgn
ENSMUST00000133395	ENSMUSG00000006800	Sulf2
ENSMUST00000133396	ENSMUSG00000026972	Arrdc1
ENSMUST00000133397	ENSMUSG00000089682	Bcl2l2
ENSMUST00000133398	ENSMUSG00000026155	Smap1
ENSMUST00000133399	ENSMUSG00000022801	Lrch3
ENSMUST00000133401	ENSMUSG00000016386	Mpped2
ENSMUST00000133403	ENSMUSG00000058006	Mdn1
ENSMUST00000133404	ENSMUSG00000001158	Snrnp27
ENSMUST00000133405	ENSMUSG00000068744	Psrc1
ENSMUST00000133406	ENSMUSG00000052605	Isoc2b
ENSMUST00000133407	ENSMUSG00000027340	Slc23a2
ENSMUST00000133408	ENSMUSG00000027272	Ubr1
ENSMUST00000133409	ENSMUSG00000015094	Npdc1
ENSMUST00000133410	ENSMUSG00000045752	Tssc4
ENSMUST00000133411	ENSMUSG00000011831	Evi5
ENSMUST00000133412	ENSMUSG00000005779	Psmb4
ENSMUST00000133413	ENSMUSG00000040599	Mis12
ENSMUST00000133414	ENSMUSG00000059447	Hadhb
ENSMUST00000133415	ENSMUSG00000028884	Rpa2
ENSMUST00000133416	ENSMUSG00000028226	Mmp16
ENSMUST00000133417	ENSMUSG00000039842	Mcph1
ENSMUST00000133418	ENSMUSG00000033021	Gmppa
ENSMUST00000133419	ENSMUSG00000019312	Grb7
ENSMUST00000133420	ENSMUSG00000000538	Tom1l2
ENSMUST00000133421	ENSMUSG00000052533	Nup188
ENSMUST00000133422	ENSMUSG00000068036	Mllt4
ENSMUST00000133423	ENSMUSG00000032812	Arap1
ENSMUST00000133425	ENSMUSG00000039137	Whrn
ENSMUST00000133426	ENSMUSG00000020719	Ddx5
ENSMUST00000133427	ENSMUSG00000002980	Bcam
ENSMUST00000133428	ENSMUSG00000062044	Lmtk3
ENSMUST00000133429	ENSMUSG00000037012	Hk1
ENSMUST00000133430	ENSMUSG00000040850	Psme4
ENSMUST00000133432	ENSMUSG00000014959	Gorasp2
ENSMUST00000133433	ENSMUSG00000037143	4930529M08Rik
ENSMUST00000133434	ENSMUSG00000035437	Rabgap1
ENSMUST00000133435	ENSMUSG00000007850	Hnrnph1
ENSMUST00000133436	ENSMUSG00000024906	Mus81
ENSMUST00000133438	ENSMUSG00000028669	Pithd1
ENSMUST00000133439	ENSMUSG00000028796	Phc2
ENSMUST00000133440	ENSMUSG00000022519	Srl
ENSMUST00000133441	ENSMUSG00000036019	Tmtc2
ENSMUST00000133442	ENSMUSG00000036890	Gtdc1
ENSMUST00000133443	ENSMUSG00000022841	Ap2m1
ENSMUST00000133444	ENSMUSG00000030846	Tial1
ENSMUST00000133445	ENSMUSG00000028646	Rragc
ENSMUST00000133446	ENSMUSG00000038074	Fkbp14
ENSMUST00000133447	ENSMUSG00000025597	Klhl4
ENSMUST00000133448	ENSMUSG00000057789	Bak1
ENSMUST00000133450	ENSMUSG00000047696	Ccdc144b
ENSMUST00000133452	ENSMUSG00000020459	Mtif2
ENSMUST00000133453	ENSMUSG00000040389	Wdr47
ENSMUST00000133454	ENSMUSG00000023088	Abcc1
ENSMUST00000133455	ENSMUSG00000085843	A730085A09Rik
ENSMUST00000133456	ENSMUSG00000000134	Tfe3
ENSMUST00000133457	ENSMUSG00000034480	Diap2
ENSMUST00000133459	ENSMUSG00000004630	Pcp2
ENSMUST00000133460	ENSMUSG00000021772	Nkiras1
ENSMUST00000133461	ENSMUSG00000021660	Btf3
ENSMUST00000133462	ENSMUSG00000044288	Cnr1
ENSMUST00000133463	ENSMUSG00000086714	0610009E02Rik
ENSMUST00000133464	ENSMUSG00000047248	C2cd3
ENSMUST00000133465	ENSMUSG00000028926	Cdk14
ENSMUST00000133466	ENSMUSG00000020315	Sptbn1
ENSMUST00000133467	ENSMUSG00000086429	Gt(ROSA)26Sor
ENSMUST00000133468	ENSMUSG00000020792	Exoc7
ENSMUST00000133469	ENSMUSG00000025531	Chm
ENSMUST00000133470	ENSMUSG00000016458	Wt1
ENSMUST00000133471	ENSMUSG00000085600	E330012B07Rik
ENSMUST00000133473	ENSMUSG00000028766	Alpl
ENSMUST00000133474	ENSMUSG00000037916	Ndufv1
ENSMUST00000133477	ENSMUSG00000035875	AI182371
ENSMUST00000133478	ENSMUSG00000039578	Ccser1
ENSMUST00000133479	ENSMUSG00000021848	Otx2
ENSMUST00000133480	ENSMUSG00000026229	Psmd1
ENSMUST00000133481	ENSMUSG00000036572	Upf3b
ENSMUST00000133482	ENSMUSG00000033540	Idua
ENSMUST00000133483	ENSMUSG00000032478	Nme6
ENSMUST00000133484	ENSMUSG00000030670	Cyp2r1
ENSMUST00000133485	ENSMUSG00000018572	Phf23
ENSMUST00000133486	ENSMUSG00000000766	Oprm1
ENSMUST00000133487	ENSMUSG00000064090	Vrk2
ENSMUST00000133488	ENSMUSG00000022483	Col2a1
ENSMUST00000133490	ENSMUSG00000040506	Ambra1
ENSMUST00000133492	ENSMUSG00000034312	Iqsec1
ENSMUST00000133493	ENSMUSG00000069733	Ube2u
ENSMUST00000133497	ENSMUSG00000028438	Kif24
ENSMUST00000133498	ENSMUSG00000033685	Ucp2
ENSMUST00000133500	ENSMUSG00000040189	Ccdc114
ENSMUST00000133501	ENSMUSG00000047126	Cltc
ENSMUST00000133502	ENSMUSG00000017760	Ctsa
ENSMUST00000133503	ENSMUSG00000044033	Ccdc141
ENSMUST00000133504	ENSMUSG00000024901	Peli3
ENSMUST00000133505	ENSMUSG00000040195	Tmem194
ENSMUST00000133506	ENSMUSG00000074358	Ccdc61
ENSMUST00000133507	ENSMUSG00000005043	Sgsh
ENSMUST00000133508	ENSMUSG00000026000	Lancl1
ENSMUST00000133509	ENSMUSG00000062372	Otof
ENSMUST00000133510	ENSMUSG00000087380	2210408F21Rik
ENSMUST00000133511	ENSMUSG00000038180	Spag4
ENSMUST00000133512	ENSMUSG00000039157	Fam102a
ENSMUST00000133513	ENSMUSG00000015790	Surf1
ENSMUST00000133514	ENSMUSG00000030695	Aldoa
ENSMUST00000133515	ENSMUSG00000030386	Zfp606
ENSMUST00000133516	ENSMUSG00000029142	Mrpl33
ENSMUST00000133517	ENSMUSG00000025257	Ribc1
ENSMUST00000133518	ENSMUSG00000006019	Dhx34
ENSMUST00000133519	ENSMUSG00000030881	Arfip2
ENSMUST00000133520	ENSMUSG00000029144	Gtf3c2
ENSMUST00000133521	ENSMUSG00000002459	Rgs20
ENSMUST00000133522	ENSMUSG00000015222	Map2
ENSMUST00000133524	ENSMUSG00000047613	A430005L14Rik
ENSMUST00000133526	ENSMUSG00000063077	Kif1b
ENSMUST00000133529	ENSMUSG00000032480	Dhx30
ENSMUST00000133530	ENSMUSG00000033379	Atp6v0b
ENSMUST00000133532	ENSMUSG00000044221	Grsf1
ENSMUST00000133533	ENSMUSG00000029026	Trp73
ENSMUST00000133535	ENSMUSG00000039294	BC017643
ENSMUST00000133536	ENSMUSG00000027006	Dnajc10
ENSMUST00000133540	ENSMUSG00000034462	Pkd2
ENSMUST00000133541	ENSMUSG00000033055	Ankrd54
ENSMUST00000133542	ENSMUSG00000027716	Trpc3
ENSMUST00000133543	ENSMUSG00000031229	Atrx
ENSMUST00000133544	ENSMUSG00000026848	Tor1b
ENSMUST00000133545	ENSMUSG00000049550	Clip1
ENSMUST00000133546	ENSMUSG00000003464	Pex19
ENSMUST00000133547	ENSMUSG00000021866	Anxa11
ENSMUST00000133548	ENSMUSG00000086219	2410137F16Rik
ENSMUST00000133549	ENSMUSG00000020564	Atxn7l1
ENSMUST00000133551	ENSMUSG00000040390	Map3k10
ENSMUST00000133552	ENSMUSG00000023110	Prmt5
ENSMUST00000133553	ENSMUSG00000030611	Mrps11
ENSMUST00000133554	ENSMUSG00000052133	Sema5b
ENSMUST00000133555	ENSMUSG00000034958	Atcay
ENSMUST00000133556	ENSMUSG00000073888	Ccl27a
ENSMUST00000133557	ENSMUSG00000017929	B4galt5
ENSMUST00000133559	ENSMUSG00000062070	Pgk1
ENSMUST00000133561	ENSMUSG00000070375	Olfr406
ENSMUST00000133562	ENSMUSG00000075023	Accsl
ENSMUST00000133563	ENSMUSG00000026675	Hsd17b7
ENSMUST00000133564	ENSMUSG00000021055	Esr2
ENSMUST00000133565	ENSMUSG00000026812	Tsc1
ENSMUST00000133566	ENSMUSG00000028766	Alpl
ENSMUST00000133567	ENSMUSG00000045573	Penk
ENSMUST00000133569	ENSMUSG00000027166	Dnajc24
ENSMUST00000133570	ENSMUSG00000086968	4933431E20Rik
ENSMUST00000133572	ENSMUSG00000073888	Ccl27a
ENSMUST00000133573	ENSMUSG00000052395	Rft1
ENSMUST00000133574	ENSMUSG00000023927	Satb1
ENSMUST00000133575	ENSMUSG00000027953	Slc50a1
ENSMUST00000133576	ENSMUSG00000027163	Commd9
ENSMUST00000133577	ENSMUSG00000004263	Atn1
ENSMUST00000133578	ENSMUSG00000026317	Cln8
ENSMUST00000133579	ENSMUSG00000002055	Spag5
ENSMUST00000133580	ENSMUSG00000039285	Azi2
ENSMUST00000133581	ENSMUSG00000018372	Cep95
ENSMUST00000133582	ENSMUSG00000028412	Slc44a1
ENSMUST00000133583	ENSMUSG00000031981	Capn9
ENSMUST00000133584	ENSMUSG00000023791	Pigx
ENSMUST00000133585	ENSMUSG00000034518	Hmgxb4
ENSMUST00000133587	ENSMUSG00000007837	Prrg2
ENSMUST00000133588	ENSMUSG00000042846	Lrrtm3
ENSMUST00000133589	ENSMUSG00000022961	Son
ENSMUST00000133590	ENSMUSG00000036078	Sigmar1
ENSMUST00000133591	ENSMUSG00000000486	Sept1
ENSMUST00000133592	ENSMUSG00000029070	Mxra8
ENSMUST00000133593	ENSMUSG00000024581	Napg
ENSMUST00000133595	ENSMUSG00000025736	Jmjd8
ENSMUST00000133597	ENSMUSG00000028252	Ccnc
ENSMUST00000133598	ENSMUSG00000000823	Znf512b
ENSMUST00000133600	ENSMUSG00000058794	Nfe2
ENSMUST00000133601	ENSMUSG00000001100	Poldip2
ENSMUST00000133602	ENSMUSG00000027327	1700037H04Rik
ENSMUST00000133603	ENSMUSG00000052533	Nup188
ENSMUST00000133604	ENSMUSG00000042625	Safb2
ENSMUST00000133605	ENSMUSG00000023951	Vegfa
ENSMUST00000133606	ENSMUSG00000031967	Afg3l1
ENSMUST00000133607	ENSMUSG00000029027	Dffb
ENSMUST00000133609	ENSMUSG00000031328	Flna
ENSMUST00000133610	ENSMUSG00000059049	Frem1
ENSMUST00000133611	ENSMUSG00000038543	BC028528
ENSMUST00000133612	ENSMUSG00000027286	Lrrc57
ENSMUST00000133614	ENSMUSG00000031246	Sh3bgrl
ENSMUST00000133615	ENSMUSG00000027109	Sp3
ENSMUST00000133616	ENSMUSG00000055188	2900002K06Rik
ENSMUST00000133617	ENSMUSG00000032786	Alas1
ENSMUST00000133618	ENSMUSG00000071715	Ncf4
ENSMUST00000133619	ENSMUSG00000060090	Rp2h
ENSMUST00000133620	ENSMUSG00000040249	Lrp1
ENSMUST00000133621	ENSMUSG00000030815	Phkg2
ENSMUST00000133623	ENSMUSG00000063450	Syne2
ENSMUST00000133624	ENSMUSG00000037936	Scarb1
ENSMUST00000133625	ENSMUSG00000025138	Sirt7
ENSMUST00000133626	ENSMUSG00000073724	Pramel4
ENSMUST00000133627	ENSMUSG00000025453	Nnt
ENSMUST00000133629	ENSMUSG00000006527	Sfmbt1
ENSMUST00000133630	ENSMUSG00000059277	R74862
ENSMUST00000133631	ENSMUSG00000003585	Sec14l2
ENSMUST00000133632	ENSMUSG00000028525	Pde4b
ENSMUST00000133633	ENSMUSG00000040549	Ckap5
ENSMUST00000133634	ENSMUSG00000047045	Tmem164
ENSMUST00000133635	ENSMUSG00000020397	Med7
ENSMUST00000133637	ENSMUSG00000031142	Cacna1f
ENSMUST00000133638	ENSMUSG00000020486	Sept4
ENSMUST00000133639	ENSMUSG00000025939	Ube2w
ENSMUST00000133640	ENSMUSG00000027276	Jag1
ENSMUST00000133641	ENSMUSG00000039220	Ppp1r10
ENSMUST00000133642	ENSMUSG00000008763	Man1a2
ENSMUST00000133643	ENSMUSG00000087519	AV039307
ENSMUST00000133645	ENSMUSG00000034156	Bzrap1
ENSMUST00000133647	ENSMUSG00000032633	Flcn
ENSMUST00000133649	ENSMUSG00000026743	Mllt10
ENSMUST00000133650	ENSMUSG00000025728	Pigq
ENSMUST00000133651	ENSMUSG00000008855	Hdac5
ENSMUST00000133652	ENSMUSG00000019373	Cops3
ENSMUST00000133654	ENSMUSG00000027605	Acss2
ENSMUST00000133655	ENSMUSG00000005994	Tyrp1
ENSMUST00000133656	ENSMUSG00000038695	Josd2
ENSMUST00000133657	ENSMUSG00000005506	Celf1
ENSMUST00000133659	ENSMUSG00000032311	Nrg4
ENSMUST00000133660	ENSMUSG00000028776	Tinagl1
ENSMUST00000133661	ENSMUSG00000000247	Lhx2
ENSMUST00000133662	ENSMUSG00000028788	Ptp4a2
ENSMUST00000133663	ENSMUSG00000027048	Abcb11
ENSMUST00000133665	ENSMUSG00000038486	Sv2a
ENSMUST00000133666	ENSMUSG00000042492	Tbc1d10b
ENSMUST00000133667	ENSMUSG00000066551	Hmgb1
ENSMUST00000133669	ENSMUSG00000025504	Eps8l2
ENSMUST00000133670	ENSMUSG00000020728	Cep112
ENSMUST00000133671	ENSMUSG00000043541	Casc1
ENSMUST00000133673	ENSMUSG00000013523	Bcas1
ENSMUST00000133674	ENSMUSG00000039200	Atf7ip2
ENSMUST00000133676	ENSMUSG00000033770	Clcnka
ENSMUST00000133677	ENSMUSG00000026049	Tex30
ENSMUST00000133678	ENSMUSG00000085214	0610005C13Rik
ENSMUST00000133679	ENSMUSG00000021287	Xrcc3
ENSMUST00000133680	ENSMUSG00000047824	Pygo2
ENSMUST00000133681	ENSMUSG00000007837	Prrg2
ENSMUST00000133682	ENSMUSG00000016503	Gtf3a
ENSMUST00000133683	ENSMUSG00000058833	2810428I15Rik
ENSMUST00000133685	ENSMUSG00000051154	Commd3
ENSMUST00000133686	ENSMUSG00000026456	Cyb5r1
ENSMUST00000133688	ENSMUSG00000034761	Map4k5
ENSMUST00000133689	ENSMUSG00000006932	Ctnnb1
